,id,host_id,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365
9827,33059580,237358359,YAU TSIM MONG,22.29645,114.1716,Private room,595,1,4,6,365
9829,33064157,218607400,WAN CHAI,22.27882,114.18123,Entire home/apt,978,1,9,1,331
9830,33065077,248837100,WAN CHAI,22.28037,114.18103,Entire home/apt,1283,2,18,3,71
9831,33067839,15250266,YAU TSIM MONG,22.29971,114.17299999999999,Entire home/apt,649,1,15,3,243
9832,33069622,143366545,YAU TSIM MONG,22.30465,114.17253000000001,Shared room,344,1,2,12,365
9833,33074911,7518056,YAU TSIM MONG,22.30122,114.17608999999999,Entire home/apt,274,29,0,484,364
9834,33075021,7518056,YAU TSIM MONG,22.300539999999998,114.17466,Entire home/apt,211,29,0,484,365
9835,33075134,7518056,YAU TSIM MONG,22.313270000000003,114.16988,Private room,203,29,0,484,364
9836,33075669,97240131,YAU TSIM MONG,22.3185,114.16173,Shared room,78,29,0,216,365
9838,33076038,122131447,WAN CHAI,22.279970000000002,114.1797,Private room,11376,1,0,163,365
9839,33076185,122131447,WAN CHAI,22.27842,114.18064,Private room,9733,1,0,163,365
9840,33076277,122131447,WAN CHAI,22.27915,114.18111999999999,Private room,11376,1,0,163,365
9841,33076451,122131447,WAN CHAI,22.279020000000003,114.18126000000001,Private room,9733,1,0,163,365
9842,33076561,122131447,WAN CHAI,22.28065,114.17968,Private room,11376,1,0,163,365
9843,33076618,122131447,WAN CHAI,22.27855,114.18035,Private room,11376,1,0,163,365
9844,33076714,122131447,WAN CHAI,22.280260000000002,114.17963,Private room,11376,1,0,163,365
9845,33076817,122131447,WAN CHAI,22.27846,114.18053,Private room,11376,1,0,163,365
9846,33076887,122131447,WAN CHAI,22.27998,114.18105,Private room,11376,1,0,163,365
9847,33077032,122131447,WAN CHAI,22.28001,114.17976999999999,Private room,11376,1,0,163,365
9848,33077134,122131447,WAN CHAI,22.279120000000002,114.18133999999999,Private room,11376,1,0,163,365
9849,33077171,45739542,WAN CHAI,22.27838,114.17886999999999,Entire home/apt,751,2,4,1,0
9850,33077228,122131447,WAN CHAI,22.279139999999998,114.1813,Private room,11376,1,0,163,365
9851,33077329,122131447,WAN CHAI,22.279239999999998,114.17961000000001,Private room,11376,1,0,163,365
9852,33077397,122131447,WAN CHAI,22.2805,114.17998,Private room,11376,1,0,163,365
9853,33077757,122131447,WAN CHAI,22.28054,114.18052,Private room,11376,1,0,163,365
9854,33077852,122131447,WAN CHAI,22.28043,114.18038999999999,Private room,11376,1,0,163,365
9855,33078877,244912449,WAN CHAI,22.27904,114.18341000000001,Private room,1134,1,0,8,252
9856,33080882,122131447,WAN CHAI,22.2787,114.17958,Private room,11376,1,0,163,365
9858,33081232,122131447,WAN CHAI,22.278470000000002,114.18008999999999,Private room,11376,1,0,163,365
9859,33081317,122131447,WAN CHAI,22.2802,114.1799,Private room,11376,1,0,163,365
9861,33081818,7518056,YAU TSIM MONG,22.31999,114.16253999999999,Shared room,78,29,0,484,305
9862,33081825,185277937,YAU TSIM MONG,22.32327,114.17029,Shared room,94,1,7,17,130
9863,33082005,248981556,CENTRAL & WESTERN,22.28886,114.14166999999999,Entire home/apt,782,1,4,1,4
9864,33082346,53252991,CENTRAL & WESTERN,22.28185,114.14809,Entire home/apt,1690,5,2,1,9
9865,33082851,21591327,YAU TSIM MONG,22.30317,114.17455,Entire home/apt,462,2,5,81,333
9866,33082910,244912449,WAN CHAI,22.27896,114.18375,Entire home/apt,970,1,13,8,260
9867,33084102,246298690,CENTRAL & WESTERN,22.28269,114.1528,Private room,250,1,0,14,0
9868,33084221,246298690,CENTRAL & WESTERN,22.2842,114.15316000000001,Private room,250,1,0,14,0
9869,33084564,246298690,CENTRAL & WESTERN,22.28237,114.15298999999999,Private room,250,1,1,14,0
9870,33084659,246298690,CENTRAL & WESTERN,22.28213,114.15299999999999,Private room,250,1,1,14,0
9871,33084747,246298690,YAU TSIM MONG,22.29952,114.17168000000001,Private room,219,1,0,14,0
9872,33085091,246298690,YAU TSIM MONG,22.298289999999998,114.17256,Private room,203,1,0,14,0
9875,33099397,238495670,YAU TSIM MONG,22.29873,114.16995,Private room,571,2,3,4,0
9876,33100416,185277937,YAU TSIM MONG,22.32378,114.16876,Shared room,94,1,8,17,161
9877,33101308,246133586,CENTRAL & WESTERN,22.28679,114.14555,Entire home/apt,1095,1,2,1,88
9878,33101961,143366545,YAU TSIM MONG,22.31371,114.17166,Shared room,344,1,0,12,365
9879,33102012,143366545,YAU TSIM MONG,22.31372,114.17083999999998,Shared room,344,1,0,12,365
9880,33102053,143366545,YAU TSIM MONG,22.313029999999998,114.17095,Shared room,344,1,0,12,365
9881,33102088,143366545,YAU TSIM MONG,22.31407,114.16946000000002,Shared room,344,1,0,12,365
9882,33102102,185277937,YAU TSIM MONG,22.323620000000002,114.16858,Shared room,94,1,6,17,149
9883,33102124,143366545,YAU TSIM MONG,22.31255,114.16957,Shared room,344,1,0,12,365
9884,33102153,143366545,YAU TSIM MONG,22.312929999999998,114.16991000000002,Shared room,344,1,0,12,365
9885,33102200,143366545,YAU TSIM MONG,22.313879999999997,114.17176,Shared room,344,1,0,12,365
9888,33108458,219427791,YAU TSIM MONG,22.306639999999998,114.1695,Entire home/apt,1283,3,11,10,41
9889,33109346,243611445,YAU TSIM MONG,22.29786,114.17121000000002,Private room,399,2,10,17,65
9890,33109884,243611445,YAU TSIM MONG,22.295820000000003,114.17151000000001,Private room,329,2,13,17,65
9892,33110377,247070196,YAU TSIM MONG,22.31805,114.17083000000001,Entire home/apt,1878,1,15,3,345
9894,33116680,27675327,YAU TSIM MONG,22.304289999999998,114.17018,Entire home/apt,438,4,4,1,51
9895,33117236,232523376,YAU TSIM MONG,22.31865,114.16983,Shared room,149,1,3,1,364
9896,33117606,8128297,CENTRAL & WESTERN,22.28076,114.1559,Entire home/apt,798,2,5,7,26
9897,33119271,162428539,CENTRAL & WESTERN,22.2865,114.14883,Private room,649,2,0,14,365
9898,33119556,249319014,WAN CHAI,22.27893,114.17719,Entire home/apt,1799,1,12,1,311
9899,33119599,32635919,YAU TSIM MONG,22.29893,114.17245,Entire home/apt,602,2,8,1,86
9901,33120208,12711921,CENTRAL & WESTERN,22.28464,114.15047,Private room,422,10,1,2,53
9902,33122081,245098333,YAU TSIM MONG,22.32041,114.17172,Entire home/apt,947,1,19,1,93
9903,33122828,187197367,YAU TSIM MONG,22.32191,114.16905,Private room,352,1,4,18,0
9904,33122901,242491712,YAU TSIM MONG,22.29681,114.17286999999999,Private room,250,1,5,9,30
9905,33123386,242491712,YAU TSIM MONG,22.29535,114.17132,Private room,344,1,7,9,46
9906,33123688,242491712,YAU TSIM MONG,22.297179999999997,114.17176,Private room,250,1,6,9,0
9907,33123817,7518056,CENTRAL & WESTERN,22.28829,114.14451000000001,Private room,227,29,0,484,364
9909,33128453,248244659,CENTRAL & WESTERN,22.28361,114.15271000000001,Private room,501,1,4,13,365
9910,33128966,248244659,YAU TSIM MONG,22.29636,114.1718,Private room,454,1,3,13,365
9911,33129005,249398861,YAU TSIM MONG,22.29697,114.17308999999999,Private room,399,1,10,1,67
9912,33129132,243611445,YAU TSIM MONG,22.29805,114.16981000000001,Private room,313,2,8,17,0
9913,33129959,243611445,YAU TSIM MONG,22.29745,114.17172,Private room,336,2,11,17,68
9914,33130467,243611445,YAU TSIM MONG,22.298029999999997,114.17198,Private room,336,2,15,17,65
9915,33143445,216207826,YAU TSIM MONG,22.29958,114.17421999999999,Entire home/apt,3497,4,3,21,77
9916,33143864,42200323,YAU TSIM MONG,22.3018,114.18538000000001,Entire home/apt,1001,1,12,2,184
9917,33144761,37319516,WAN CHAI,22.276529999999998,114.17031999999999,Entire home/apt,798,2,0,2,13
9918,33148738,138649185,CENTRAL & WESTERN,22.28356,114.149,Entire home/apt,462,27,0,83,364
9919,33149869,156409670,WAN CHAI,22.28161,114.18458000000001,Entire home/apt,696,28,0,63,364
9921,33152785,18986077,CENTRAL & WESTERN,22.28436,114.14889,Entire home/apt,798,2,2,1,0
9923,33155811,187838016,YAU TSIM MONG,22.32041,114.16671000000001,Entire home/apt,728,1,23,6,58
9924,33155821,79003602,YAU TSIM MONG,22.30173,114.17598000000001,Entire home/apt,602,1,9,21,151
9925,33158939,233855847,YAU TSIM MONG,22.32009,114.16708,Entire home/apt,548,1,14,3,26
9926,33166257,50172398,YAU TSIM MONG,22.30535,114.16913999999998,Private room,696,1,1,38,55
9928,33170043,249751930,CENTRAL & WESTERN,22.287,114.14121999999999,Private room,12502,28,0,1,365
9929,33170826,198109516,WAN CHAI,22.28184,114.186,Private room,548,28,0,37,285
9932,33171064,198109516,WAN CHAI,22.28171,114.18511000000001,Private room,579,30,0,37,295
9933,33171259,198109516,WAN CHAI,22.28036,114.18483,Private room,548,30,0,37,344
9934,33171515,47142484,CENTRAL & WESTERN,22.28681,114.14058,Private room,579,2,3,1,70
9935,33172845,42200323,YAU TSIM MONG,22.30295,114.18516000000001,Entire home/apt,1001,1,10,2,212
9936,33175695,156409670,CENTRAL & WESTERN,22.285870000000003,114.14903000000001,Entire home/apt,524,30,0,63,364
9937,33175823,240790745,YAU TSIM MONG,22.299139999999998,114.17013999999999,Entire home/apt,2347,1,14,17,76
9939,33176896,122131447,YAU TSIM MONG,22.315379999999998,114.1747,Private room,344,1,0,163,37
9940,33177545,138649185,CENTRAL & WESTERN,22.28558,114.13973,Entire home/apt,555,25,1,83,364
9941,33177632,138649185,CENTRAL & WESTERN,22.2862,114.14908,Entire home/apt,516,28,0,83,364
9942,33179203,4863982,CENTRAL & WESTERN,22.28622,114.14888,Entire home/apt,1252,1,17,6,331
9943,33180383,248244659,YAU TSIM MONG,22.298189999999998,114.1715,Private room,501,1,2,13,365
9945,33195942,7518056,WAN CHAI,22.278229999999997,114.17965,Private room,188,29,0,484,365
9946,33200026,249976812,WAN CHAI,22.27655,114.18111999999999,Shared room,141,1,4,10,160
9947,33200319,50172398,YAU TSIM MONG,22.306810000000002,114.17308,Private room,446,1,2,38,178
9948,33202107,185277937,YAU TSIM MONG,22.322020000000002,114.17012,Shared room,94,1,9,17,159
9950,33206355,234238202,YAU TSIM MONG,22.29683,114.17267,Entire home/apt,1197,1,10,2,7
9952,33212851,29510759,CENTRAL & WESTERN,22.28184,114.1512,Entire home/apt,798,2,1,1,17
9953,33215523,92004595,YAU TSIM MONG,22.2958,114.17277,Entire home/apt,1252,1,34,7,167
9954,33226277,14147865,CENTRAL & WESTERN,22.2815,114.14133999999999,Private room,1001,1,0,1,77
9956,33230567,90173333,YAU TSIM MONG,22.29974,114.17239,Private room,602,1,1,7,364
9957,33230958,250221053,CENTRAL & WESTERN,22.283929999999998,114.13075,Entire home/apt,454,7,0,1,10
9958,33233569,94326771,YAU TSIM MONG,22.306639999999998,114.16968,Private room,454,1,0,3,365
9959,33233724,122131447,YAU TSIM MONG,22.3152,114.17333,Private room,282,1,3,163,41
9960,33236117,156409670,YAU TSIM MONG,22.313779999999998,114.17148999999999,Entire home/apt,430,26,0,63,364
9961,33237197,156409670,WAN CHAI,22.27736,114.18654,Entire home/apt,509,28,0,63,364
9962,33238887,1438393,CENTRAL & WESTERN,22.28435,114.13108999999999,Entire home/apt,1001,4,1,2,0
9963,33239198,13861366,CENTRAL & WESTERN,22.27656,114.15621999999999,Entire home/apt,2801,2,7,2,316
9964,33252466,212377012,YAU TSIM MONG,22.31843,114.17343999999999,Entire home/apt,602,3,7,1,181
9967,33254311,249542788,YAU TSIM MONG,22.30836,114.16618000000001,Entire home/apt,1987,2,9,1,240
9968,33254772,37319516,WAN CHAI,22.27734,114.1715,Entire home/apt,978,7,0,2,180
9969,33258539,234238202,YAU TSIM MONG,22.29717,114.17445,Entire home/apt,2003,2,9,2,79
9970,33260454,7518056,YAU TSIM MONG,22.31414,114.17142,Private room,211,29,0,484,227
9971,33261441,20710672,YAU TSIM MONG,22.31881,114.17114,Entire home/apt,1189,2,1,5,245
9972,33261699,21591327,YAU TSIM MONG,22.30697,114.17237,Entire home/apt,1713,1,2,81,314
9973,33261941,21591327,YAU TSIM MONG,22.30794,114.1714,Entire home/apt,1087,1,2,81,313
9974,33262231,21591327,YAU TSIM MONG,22.304570000000002,114.17098,Entire home/apt,462,1,1,81,335
9975,33262656,21591327,YAU TSIM MONG,22.30544,114.17101000000001,Entire home/apt,1056,1,2,81,86
9976,33268133,4650574,YAU TSIM MONG,22.32433,114.17296,Entire home/apt,407,28,1,11,365
9978,33270380,185277937,YAU TSIM MONG,22.32179,114.17067,Shared room,94,1,5,17,131
9979,33275188,152727635,CENTRAL & WESTERN,22.28707,114.14048999999999,Private room,250,1,6,1,191
9980,33277753,129708721,WAN CHAI,22.27901,114.18446999999999,Entire home/apt,1752,2,1,1,162
9981,33279584,52418502,CENTRAL & WESTERN,22.2818,114.12978000000001,Entire home/apt,657,2,1,1,0
9983,33287626,243611445,YAU TSIM MONG,22.296020000000002,114.16985,Private room,321,2,13,17,67
9985,33289676,222865627,YAU TSIM MONG,22.30573,114.17003999999999,Private room,422,2,0,17,19
9986,33294999,19370963,CENTRAL & WESTERN,22.28164,114.15,Entire home/apt,1799,2,7,1,0
9987,33297571,7518056,CENTRAL & WESTERN,22.28135,114.15131000000001,Private room,219,29,0,484,364
9988,33298218,7518056,YAU TSIM MONG,22.31092,114.17075,Private room,235,29,0,484,364
9989,33298314,7518056,YAU TSIM MONG,22.32047,114.16185,Private room,156,29,0,484,364
9990,33301013,250817988,WAN CHAI,22.28444,114.19145,Private room,297,1,0,1,81
9991,33301415,10171189,CENTRAL & WESTERN,22.2828,114.15236000000002,Entire home/apt,978,1,7,8,106
9993,33303142,216073003,YAU TSIM MONG,22.29798,114.17178,Private room,399,3,1,8,4
9994,33305515,185277937,YAU TSIM MONG,22.32234,114.16944,Shared room,94,1,3,17,164
9995,33306749,7518056,YAU TSIM MONG,22.311120000000003,114.17063999999999,Private room,282,29,0,484,364
9996,33307421,239742599,YAU TSIM MONG,22.31823,114.17137,Entire home/apt,978,2,1,7,234
9998,33317239,21591327,YAU TSIM MONG,22.30238,114.17515,Entire home/apt,383,2,3,81,208
9999,33317409,21591327,YAU TSIM MONG,22.30249,114.17551999999999,Entire home/apt,540,2,7,81,340
10000,33317462,85800321,YAU TSIM MONG,22.31956,114.17155,Entire home/apt,1189,2,10,2,140
10001,33317517,21591327,YAU TSIM MONG,22.30295,114.17556,Entire home/apt,462,2,4,81,359
10002,33317822,52473150,YAU TSIM MONG,22.304879999999997,114.1723,Private room,1001,1,0,72,365
10003,33317881,97240131,WAN CHAI,22.27771,114.18443,Private room,219,29,0,216,364
10004,33318301,250196349,WAN CHAI,22.26905,114.19532,Entire home/apt,1698,3,3,1,0
10005,33318399,52473150,YAU TSIM MONG,22.302429999999998,114.17641,Private room,9999,1,0,72,365
10006,33318693,52473150,YAU TSIM MONG,22.30621,114.17143,Private room,9999,1,0,72,365
10008,33320007,52473150,YAU TSIM MONG,22.30494,114.17238,Private room,9999,1,0,72,365
10010,33321652,162186374,YAU TSIM MONG,22.306160000000002,114.16909,Private room,352,1,1,10,277
10011,33322413,119743264,CENTRAL & WESTERN,22.28419,114.15449,Private room,602,1,0,14,365
10012,33322732,250284641,YAU TSIM MONG,22.31794,114.17188999999999,Entire home/apt,939,3,1,5,299
10014,33323180,156409670,WAN CHAI,22.28191,114.18271999999999,Entire home/apt,618,28,0,63,364
10016,33326343,238495670,YAU TSIM MONG,22.29619,114.1768,Private room,571,1,4,4,0
10017,33327348,138649185,CENTRAL & WESTERN,22.28716,114.15073000000001,Entire home/apt,501,28,0,83,364
10018,33327595,138649185,CENTRAL & WESTERN,22.28754,114.14856999999999,Entire home/apt,493,28,0,83,364
10020,33328731,250284641,YAU TSIM MONG,22.31966,114.16933999999999,Entire home/apt,1682,3,3,5,264
10021,33330371,70484851,CENTRAL & WESTERN,22.282429999999998,114.12728999999999,Entire home/apt,900,4,2,1,0
10022,33330710,11350735,WAN CHAI,22.27787,114.17361000000001,Entire home/apt,587,4,2,1,346
10023,33335537,68920103,WAN CHAI,22.28192,114.18468,Entire home/apt,368,1,10,4,3
10024,33337357,219427791,YAU TSIM MONG,22.305310000000002,114.17223999999999,Entire home/apt,399,2,1,10,5
10025,33345684,116364906,YAU TSIM MONG,22.31392,114.17345,Private room,329,1,0,38,141
10026,33349475,204688591,YAU TSIM MONG,22.29729,114.17165,Private room,994,1,0,11,239
10027,33349671,116364906,YAU TSIM MONG,22.31476,114.17415,Private room,376,1,0,38,141
10028,33350160,251238989,YAU TSIM MONG,22.30356,114.16805,Entire home/apt,900,1,9,1,39
10029,33351061,116364906,YAU TSIM MONG,22.31494,114.1744,Private room,289,1,0,38,46
10031,33352630,247949666,YAU TSIM MONG,22.296789999999998,114.17617,Private room,775,1,7,11,329
10032,33353179,121291450,YAU TSIM MONG,22.321360000000002,114.16686000000001,Entire home/apt,1197,1,25,2,187
10033,33354184,122131447,YAU TSIM MONG,22.32031,114.16973,Private room,11376,1,0,163,80
10034,33354323,122131447,YAU TSIM MONG,22.31949,114.17172,Private room,438,1,0,163,79
10035,33355000,25048995,WAN CHAI,22.27882,114.18206,Entire home/apt,1127,1,0,18,88
10037,33356698,38251097,CENTRAL & WESTERN,22.28481,114.14799,Private room,602,3,0,1,8
10038,33357090,185277937,YAU TSIM MONG,22.3224,114.16923999999999,Shared room,94,1,2,17,161
10039,33361139,248244659,YAU TSIM MONG,22.296670000000002,114.17206000000002,Private room,454,1,0,13,365
10040,33361701,25515331,CENTRAL & WESTERN,22.28444,114.14698,Entire home/apt,1502,5,0,1,0
10041,33363617,247949666,YAU TSIM MONG,22.29853,114.17473000000001,Private room,775,1,14,11,349
10043,33364415,247949666,YAU TSIM MONG,22.2975,114.17617,Shared room,203,1,17,11,353
10044,33364525,247949666,YAU TSIM MONG,22.297539999999998,114.17487,Private room,775,1,7,11,336
10045,33364834,247949666,YAU TSIM MONG,22.29681,114.17482,Private room,642,1,26,11,340
10046,33365038,247949666,YAU TSIM MONG,22.29714,114.1751,Private room,642,1,14,11,353
10048,33365558,247949666,YAU TSIM MONG,22.298920000000003,114.17419,Private room,642,1,11,11,329
10049,33367129,47438954,YAU TSIM MONG,22.32317,114.17088000000001,Entire home/apt,775,2,16,6,29
10050,33374060,7518056,CENTRAL & WESTERN,22.28633,114.14963,Private room,203,29,0,484,364
10051,33374229,7518056,WAN CHAI,22.2767,114.18366999999999,Private room,172,29,0,484,364
10052,33378388,116364906,YAU TSIM MONG,22.30412,114.1762,Private room,282,1,4,38,77
10053,33379235,119401156,WAN CHAI,22.28096,114.18568,Private room,618,2,0,1,107
10056,33381472,138649185,CENTRAL & WESTERN,22.2833,114.14943000000001,Entire home/apt,415,7,0,83,208
10057,33381750,7518056,YAU TSIM MONG,22.29959,114.17466999999999,Entire home/apt,274,29,0,484,364
10058,33382864,34789479,WAN CHAI,22.27758,114.18202,Private room,454,1,4,18,57
10059,33383605,156409670,CENTRAL & WESTERN,22.28333,114.14929,Entire home/apt,376,28,0,63,360
10061,33389207,251536494,CENTRAL & WESTERN,22.2875,114.13909,Entire home/apt,548,2,12,1,33
10062,33390164,96179399,WAN CHAI,22.2805,114.1801,Entire home/apt,1236,1,11,2,265
10063,33400300,107827687,YAU TSIM MONG,22.30162,114.18408000000001,Private room,399,1,0,2,0
10064,33406814,97240131,CENTRAL & WESTERN,22.2815,114.15223999999999,Shared room,282,29,0,216,365
10065,33409250,231360055,YAU TSIM MONG,22.31925,114.16932,Shared room,102,1,8,4,158
10066,33410065,221110094,YAU TSIM MONG,22.2961,114.17285,Private room,446,1,4,15,199
10067,33410751,221110094,YAU TSIM MONG,22.297439999999998,114.17253000000001,Private room,250,1,23,15,184
10068,33414897,38817194,CENTRAL & WESTERN,22.28644,114.13558,Private room,548,3,0,2,0
10069,33416422,122154382,WAN CHAI,22.27861,114.18541,Entire home/apt,1001,3,5,5,353
10070,33418272,22751901,CENTRAL & WESTERN,22.28691,114.1411,Private room,454,1,1,4,0
10071,33418497,116364906,YAU TSIM MONG,22.30185,114.17607,Private room,399,1,1,38,78
10072,33419094,22751901,CENTRAL & WESTERN,22.2867,114.14177,Entire home/apt,1197,2,0,4,0
10073,33420469,116364906,YAU TSIM MONG,22.302410000000002,114.17635,Private room,908,1,6,38,78
10074,33420843,68920103,WAN CHAI,22.28247,114.18468999999999,Entire home/apt,853,1,0,4,3
10076,33429246,7437364,CENTRAL & WESTERN,22.283,114.14287,Entire home/apt,618,2,2,1,16
10078,33432028,71057350,YAU TSIM MONG,22.3069,114.17296,Private room,602,1,0,1,90
10079,33434321,156409670,CENTRAL & WESTERN,22.28596,114.14151000000001,Entire home/apt,524,26,0,63,364
10081,33435056,87775552,CENTRAL & WESTERN,22.28451,114.14748999999999,Private room,297,3,3,1,0
10082,33435371,27442258,YAU TSIM MONG,22.314529999999998,114.16986999999999,Private room,2003,1,0,1,179
10083,33435418,116364906,YAU TSIM MONG,22.30395,114.17723000000001,Private room,454,1,3,38,78
10084,33436353,138649185,CENTRAL & WESTERN,22.28579,114.13956999999999,Entire home/apt,548,27,0,83,364
10085,33436369,12419712,YAU TSIM MONG,22.3131,114.17147,Entire home/apt,422,1,4,3,341
10087,33439056,97240131,WAN CHAI,22.27729,114.17987,Private room,243,29,0,216,364
10088,33439217,12419712,YAU TSIM MONG,22.313000000000002,114.16962,Entire home/apt,422,1,0,3,341
10089,33440166,251910022,CENTRAL & WESTERN,22.28332,114.1283,Entire home/apt,501,3,1,1,0
10090,33440879,116364906,YAU TSIM MONG,22.31438,114.1741,Private room,430,1,3,38,136
10091,33441124,116364906,YAU TSIM MONG,22.31191,114.17648,Private room,344,1,5,38,140
10092,33441280,199989585,CENTRAL & WESTERN,22.2807,114.15486999999999,Entire home/apt,1103,2,0,10,11
10093,33441322,116364906,YAU TSIM MONG,22.31483,114.16938,Private room,321,1,0,38,140
10094,33441578,101153136,YAU TSIM MONG,22.304289999999998,114.16951999999999,Entire home/apt,1479,2,1,2,80
10095,33442209,35350321,WAN CHAI,22.28575,114.19225,Private room,548,3,0,1,179
10096,33453317,119743264,YAU TSIM MONG,22.29884,114.17192,Private room,1502,1,0,14,365
10097,33455538,57169226,YAU TSIM MONG,22.295939999999998,114.17226000000001,Entire home/apt,1001,3,0,5,79
10099,33456771,70376059,CENTRAL & WESTERN,22.28056,114.15163000000001,Entire home/apt,947,3,9,1,0
10100,33456858,6070003,YAU TSIM MONG,22.31286,114.17013999999999,Entire home/apt,947,1,1,14,179
10101,33457158,32405722,YAU TSIM MONG,22.31244,114.17133999999999,Entire home/apt,352,3,3,1,5
10103,33462402,227741530,YAU TSIM MONG,22.30542,114.17103999999999,Entire home/apt,1283,1,20,3,152
10104,33465328,244233806,YAU TSIM MONG,22.29818,114.17263,Entire home/apt,2003,1,5,3,83
10105,33474354,252218926,WAN CHAI,22.27948,114.18558999999999,Private room,501,1,0,2,88
10106,33474958,116364906,YAU TSIM MONG,22.31211,114.17352,Private room,329,1,2,38,127
10107,33476587,156991761,WAN CHAI,22.27234,114.17497,Private room,203,1,0,4,46
10108,33476723,4395890,CENTRAL & WESTERN,22.28479,114.14615,Entire home/apt,798,2,1,1,0
10109,33478434,43454947,CENTRAL & WESTERN,22.28246,114.12728999999999,Entire home/apt,399,2,1,1,13
10111,33480262,128050037,YAU TSIM MONG,22.3211,114.15682,Private room,477,1,3,3,173
10112,33480801,1452499,WAN CHAI,22.2772,114.17055,Entire home/apt,1627,3,7,7,349
10113,33482800,116364906,YAU TSIM MONG,22.31223,114.1758,Private room,509,1,0,38,126
10114,33486176,252323676,YAU TSIM MONG,22.30471,114.1708,Entire home/apt,1181,1,7,1,314
10115,33490191,168548405,YAU TSIM MONG,22.30654,114.17002,Entire home/apt,1197,1,5,8,10
10116,33491045,200547611,CENTRAL & WESTERN,22.286720000000003,114.14827,Entire home/apt,798,2,2,1,0
10117,33499188,249976812,WAN CHAI,22.27604,114.18024,Shared room,227,2,3,10,362
10120,33501943,252469219,YAU TSIM MONG,22.29738,114.17336,Private room,587,1,12,6,77
10121,33502033,240790745,YAU TSIM MONG,22.30256,114.17499,Entire home/apt,1502,1,9,17,40
10123,33503393,10428889,YAU TSIM MONG,22.311989999999998,114.169,Private room,243,28,0,3,363
10132,33507071,239742599,YAU TSIM MONG,22.31815,114.17166999999999,Entire home/apt,978,1,1,7,276
10133,33507119,247767492,YAU TSIM MONG,22.305229999999998,114.17298999999998,Private room,399,1,0,4,365
10134,33508499,227741530,YAU TSIM MONG,22.303829999999998,114.17028,Entire home/apt,1080,1,19,3,264
10135,33509482,230444275,CENTRAL & WESTERN,22.28296,114.13071000000001,Entire home/apt,1001,2,1,1,20
10136,33510497,210482077,WAN CHAI,22.2809,114.18205,Private room,282,1,0,1,13
10138,33512593,152939938,YAU TSIM MONG,22.30251,114.17758,Private room,438,1,7,23,29
10142,33530319,182150019,YAU TSIM MONG,22.31152,114.17096000000001,Entire home/apt,798,1,11,44,148
10143,33530326,182150019,YAU TSIM MONG,22.31006,114.16971000000001,Entire home/apt,798,1,8,44,154
10144,33530330,182150019,YAU TSIM MONG,22.309720000000002,114.16923,Entire home/apt,798,1,11,44,146
10145,33530502,182150019,YAU TSIM MONG,22.3118,114.16963999999999,Entire home/apt,798,1,6,44,169
10146,33530628,182150019,YAU TSIM MONG,22.3101,114.17092,Entire home/apt,798,1,9,44,167
10147,33532083,3054973,CENTRAL & WESTERN,22.28546,114.1509,Entire home/apt,798,5,1,1,9
10148,33532858,252469219,YAU TSIM MONG,22.29591,114.17198,Private room,258,1,21,6,127
10149,33532985,252469219,YAU TSIM MONG,22.29753,114.17388000000001,Private room,422,1,10,6,100
10150,33533226,252469219,YAU TSIM MONG,22.29743,114.17358999999999,Private room,391,1,20,6,92
10151,33533721,182150019,YAU TSIM MONG,22.3097,114.17133999999999,Entire home/apt,798,1,11,44,148
10152,33533778,252469219,YAU TSIM MONG,22.29614,114.1735,Private room,587,1,15,6,76
10153,33533833,182150019,YAU TSIM MONG,22.31129,114.16996999999999,Entire home/apt,798,1,11,44,134
10154,33533948,182150019,YAU TSIM MONG,22.3105,114.16938,Entire home/apt,798,1,7,44,145
10155,33534229,182150019,YAU TSIM MONG,22.31181,114.17008,Entire home/apt,798,1,11,44,147
10156,33534584,19664529,YAU TSIM MONG,22.316860000000002,114.17022,Entire home/apt,1283,1,3,6,316
10158,33536044,237156973,WAN CHAI,22.27765,114.18421000000001,Private room,274,1,10,1,16
10159,33536372,245539365,YAU TSIM MONG,22.32379,114.16296000000001,Entire home/apt,681,1,10,1,40
10160,33536463,182150019,YAU TSIM MONG,22.30997,114.16957,Entire home/apt,798,1,8,44,145
10161,33536772,182150019,YAU TSIM MONG,22.31009,114.17042,Entire home/apt,798,1,12,44,117
10162,33541915,138649185,CENTRAL & WESTERN,22.28143,114.15297,Entire home/apt,524,28,0,83,364
10164,33542837,156409670,CENTRAL & WESTERN,22.28172,114.15363,Entire home/apt,516,27,0,63,364
10165,33545697,252760446,YAU TSIM MONG,22.29812,114.1726,Private room,462,1,2,5,15
10166,33547493,252760446,YAU TSIM MONG,22.2983,114.17119,Private room,462,1,36,5,78
10167,33548046,252760446,YAU TSIM MONG,22.296789999999998,114.17283,Private room,454,1,43,5,0
10168,33558618,50172398,YAU TSIM MONG,22.317239999999998,114.16972,Private room,297,1,1,38,148
10170,33560590,182150019,YAU TSIM MONG,22.31136,114.17081,Entire home/apt,798,1,9,44,109
10171,33560916,182150019,YAU TSIM MONG,22.31019,114.17125,Entire home/apt,446,1,4,44,164
10172,33560978,4863982,CENTRAL & WESTERN,22.28435,114.15188,Entire home/apt,1299,1,3,6,8
