,id,host_id,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365,cen_lat,cen_long,distance
0,69074,160139,CENTRAL & WESTERN,22.283520000000003,114.15018,Entire home/apt,1408,3,130,1,159,22.284189950400627,114.14648174742455,0.38749520974052243
2,103760,304876,CENTRAL & WESTERN,22.28407,114.1557,Entire home/apt,853,2,260,12,329,22.284189950400627,114.14648174742455,0.9479670902668408
3,132773,304876,CENTRAL & WESTERN,22.28868,114.14493999999999,Entire home/apt,1056,2,259,12,308,22.284189950400627,114.14648174742455,0.523535762665773
4,133390,654642,CENTRAL & WESTERN,22.28343,114.15539,Entire home/apt,939,2,27,1,91,22.284189950400627,114.14648174742455,0.9198841289360185
5,163214,767910,CENTRAL & WESTERN,22.28494,114.15251,Entire home/apt,1048,5,0,1,83,22.284189950400627,114.14648174742455,0.6254361218136077
6,163664,304876,CENTRAL & WESTERN,22.28651,114.14873999999999,Entire home/apt,696,2,208,12,284,22.284189950400627,114.14648174742455,0.3469695332336524
7,163742,304876,CENTRAL & WESTERN,22.286939999999998,114.14855,Entire home/apt,775,2,216,12,307,22.284189950400627,114.14648174742455,0.3723150609705231
9,228510,1192493,YAU TSIM MONG,22.309829999999998,114.16911,Private room,696,1,17,1,365,22.3080085266259,114.17104818774976,0.284033462309073
11,248140,1300549,CENTRAL & WESTERN,22.28291,114.15137,Entire home/apt,994,2,153,1,142,22.284189950400627,114.14648174742455,0.5223770583780931
12,262212,1375696,WAN CHAI,22.27626,114.17293000000001,Entire home/apt,1314,1,73,18,4,22.275147891304314,114.18205756086955,0.9467054395127772
13,263081,1370155,CENTRAL & WESTERN,22.27757,114.15205,Private room,4303,10,0,1,0,22.284189950400627,114.14648174742455,0.9322070009714026
14,274589,1435069,WAN CHAI,22.2794,114.17118,Entire home/apt,1080,2,231,1,348,22.275147891304314,114.18205756086955,1.2142571937082927
15,277437,1443229,CENTRAL & WESTERN,22.28359,114.13138000000001,Entire home/apt,900,2,41,6,342,22.284189950400627,114.14648174742455,1.554281100556534
16,278277,1452499,WAN CHAI,22.27938,114.17368,Entire home/apt,1549,3,238,7,298,22.275147891304314,114.18205756086955,0.9814826663280796
18,284141,1469210,CENTRAL & WESTERN,22.283170000000002,114.15028000000001,Entire home/apt,626,2,22,1,0,22.284189950400627,114.14648174742455,0.406673064709685
19,290161,1505903,CENTRAL & WESTERN,22.28114,114.15306000000001,Entire home/apt,782,1,34,1,0,22.284189950400627,114.14648174742455,0.7565815856953222
20,306515,1576511,CENTRAL & WESTERN,22.282220000000002,114.15448,Entire home/apt,1056,30,20,1,194,22.284189950400627,114.14648174742455,0.8510672665160174
21,320446,1375696,WAN CHAI,22.27599,114.17976000000002,Private room,1001,1,15,18,76,22.275147891304314,114.18205756086955,0.25412047498067053
22,320447,1375696,WAN CHAI,22.27711,114.17772,Entire home/apt,2253,1,102,18,198,22.275147891304314,114.18205756086955,0.49647901229222197
23,327095,1529119,WAN CHAI,22.27909,114.17205,Entire home/apt,1158,3,226,1,307,22.275147891304314,114.18205756086955,1.118445906857442
25,355748,1267685,WAN CHAI,22.277160000000002,114.18786999999999,Private room,297,14,5,7,10,22.275147891304314,114.18205756086955,0.6381560102774438
26,389017,1946293,WAN CHAI,22.27814,114.19228000000001,Private room,485,2,40,2,364,22.275147891304314,114.18205756086955,1.1025184206906993
27,405722,2022316,CENTRAL & WESTERN,22.2816,114.15042,Entire home/apt,1017,1,0,1,0,22.284189950400627,114.14648174742455,0.49681393122662265
28,410921,1375696,WAN CHAI,22.27736,114.17948999999999,Private room,782,1,18,18,76,22.275147891304314,114.18205756086955,0.3607460097047849
29,412404,1991696,YAU TSIM MONG,22.29701,114.17138,Entire home/apt,548,1,217,3,325,22.3080085266259,114.17104818774976,1.2226885257072801
30,415520,1564983,YAU TSIM MONG,22.305979999999998,114.1659,Entire home/apt,1001,3,434,2,102,22.3080085266259,114.17104818774976,0.575283431991736
31,442781,2200572,CENTRAL & WESTERN,22.28756,114.13367,Entire home/apt,1244,5,10,1,0,22.284189950400627,114.14648174742455,1.3695572402103624
32,459463,2283777,WAN CHAI,22.27732,114.18291,Entire home/apt,383,1,74,16,365,22.275147891304314,114.18205756086955,0.25679981583311084
33,463214,2296168,CENTRAL & WESTERN,22.28753,114.14308,Entire home/apt,1322,3,20,1,227,22.284189950400627,114.14648174742455,0.510010046288816
34,468754,2254012,WAN CHAI,22.28073,114.17838,Entire home/apt,1103,3,197,1,212,22.275147891304314,114.18205756086955,0.7264956842975998
36,481671,2379932,CENTRAL & WESTERN,22.28571,114.15166,Entire home/apt,297,15,0,1,0,22.284189950400627,114.14648174742455,0.558605561094372
37,498484,2460679,YAU TSIM MONG,22.32193,114.16213,Entire home/apt,540,4,60,1,352,22.3080085266259,114.17104818774976,1.7982880614495362
40,505456,1189239,CENTRAL & WESTERN,22.28356,114.14835,Entire home/apt,876,1,189,1,262,22.284189950400627,114.14648174742455,0.2044619719860209
41,529539,2192939,WAN CHAI,22.27763,114.18318000000001,Entire home/apt,798,5,8,2,90,22.275147891304314,114.18205756086955,0.2990007552006997
42,534106,2625423,CENTRAL & WESTERN,22.284029999999998,114.14192,Entire home/apt,1001,1,12,2,8,22.284189950400627,114.14648174742455,0.46940163586449724
43,545658,2679225,CENTRAL & WESTERN,22.28276,114.12848000000001,Entire home/apt,751,5,2,1,0,22.284189950400627,114.14648174742455,1.857859149894522
44,548840,808933,CENTRAL & WESTERN,22.28505,114.14211,Entire home/apt,540,2,173,3,335,22.284189950400627,114.14648174742455,0.45957399571750107
45,554138,635161,CENTRAL & WESTERN,22.28378,114.1476,Entire home/apt,876,2,8,1,0,22.284189950400627,114.14648174742455,0.12368077372868762
47,562683,2767794,WAN CHAI,22.27787,114.17678000000001,Shared room,172,1,110,48,347,22.275147891304314,114.18205756086955,0.6213088539038707
48,562775,2767794,WAN CHAI,22.27931,114.17663,Shared room,282,1,188,48,361,22.275147891304314,114.18205756086955,0.7248574081175868
49,562795,2767794,WAN CHAI,22.27939,114.17777,Shared room,282,1,43,48,365,22.275147891304314,114.18205756086955,0.6454527424068724
50,562808,2767794,WAN CHAI,22.277620000000002,114.17623999999999,Shared room,282,1,25,48,365,22.275147891304314,114.18205756086955,0.6582887893057526
51,562817,2767794,WAN CHAI,22.277060000000002,114.17589,Shared room,282,1,155,48,362,22.275147891304314,114.18205756086955,0.6688680360373708
52,562840,2767794,WAN CHAI,22.27759,114.17671000000001,Shared room,282,1,28,48,365,22.275147891304314,114.18205756086955,0.6132160241749586
54,586083,1991696,YAU TSIM MONG,22.298460000000002,114.17233,Entire home/apt,454,1,292,3,285,22.3080085266259,114.17104818774976,1.0692335853081905
55,598668,2961152,WAN CHAI,22.28124,114.18418,Private room,399,28,3,7,365,22.275147891304314,114.18205756086955,0.7112972121624632
56,602959,1560343,CENTRAL & WESTERN,22.28774,114.14254,Entire home/apt,1174,2,2,1,361,22.284189950400627,114.14648174742455,0.5656008174034034
63,621305,3079511,YAU TSIM MONG,22.31501,114.16906999999999,Entire home/apt,759,1,379,4,280,22.3080085266259,114.17104818774976,0.8041792894150642
64,622020,3073447,CENTRAL & WESTERN,22.28387,114.14753,Entire home/apt,1197,5,28,1,0,22.284189950400627,114.14648174742455,0.11349998380543848
66,645404,634820,YAU TSIM MONG,22.32619,114.16461000000001,Shared room,227,1,142,5,64,22.3080085266259,114.17104818774976,2.1260625869624525
67,645950,3052154,YAU TSIM MONG,22.31629,114.1706,Entire home/apt,1001,4,162,4,173,22.3080085266259,114.17104818774976,0.9214323981127213
68,646645,634820,YAU TSIM MONG,22.32612,114.1647,Private room,454,1,36,5,48,22.3080085266259,114.17104818774976,2.1157997592828846
69,655190,808933,WAN CHAI,22.27871,114.18141999999999,Entire home/apt,696,2,171,3,326,22.275147891304314,114.18205756086955,0.4012322797324852
70,668338,3383055,YAU TSIM MONG,22.31128,114.16836,Private room,297,1,107,10,365,22.3080085266259,114.17104818774976,0.4566625176515575
71,669310,2083001,CENTRAL & WESTERN,22.28616,114.15247,Entire home/apt,853,2,181,5,309,22.284189950400627,114.14648174742455,0.6535018793219264
72,672039,3383055,YAU TSIM MONG,22.31008,114.17026000000001,Private room,352,1,150,10,365,22.3080085266259,114.17104818774976,0.2440385051037222
73,682768,3383055,YAU TSIM MONG,22.309420000000003,114.1685,Private room,297,1,134,10,347,22.3080085266259,114.17104818774976,0.3053389610574764
74,682794,3383055,YAU TSIM MONG,22.31145,114.16845,Private room,297,1,136,10,350,22.3080085266259,114.17104818774976,0.4664809108194783
75,682797,3383055,YAU TSIM MONG,22.31082,114.17003000000001,Private room,297,1,207,10,300,22.3080085266259,114.17104818774976,0.3294948062926555
77,714585,1452499,WAN CHAI,22.27904,114.17083999999998,Entire home/apt,1862,3,244,7,280,22.275147891304314,114.18205756086955,1.2319314262327963
78,719274,3707765,WAN CHAI,22.28519,114.19192,Private room,649,2,0,8,365,22.275147891304314,114.18205756086955,1.5079067796221066
79,720841,3383055,YAU TSIM MONG,22.305989999999998,114.1712,Private room,297,1,30,10,195,22.3080085266259,114.17104818774976,0.22485134269640464
80,724382,3704487,YAU TSIM MONG,22.30745,114.17138,Private room,383,1,210,7,273,22.3080085266259,114.17104818774976,0.07082324013688066
81,724428,3704487,YAU TSIM MONG,22.30759,114.17105,Private room,383,1,155,7,37,22.3080085266259,114.17104818774976,0.04650919198142559
82,724853,3704487,YAU TSIM MONG,22.3062,114.17223999999999,Private room,336,1,113,7,336,22.3080085266259,114.17104818774976,0.23537914561410908
83,724874,3704487,YAU TSIM MONG,22.30615,114.17108,Private room,336,1,189,7,353,22.3080085266259,114.17104818774976,0.20655487692597768
84,728122,3784841,YAU TSIM MONG,22.31692,114.1699,Private room,321,28,8,4,142,22.3080085266259,114.17104818774976,0.997298633753963
85,728126,3784841,YAU TSIM MONG,22.31618,114.16923999999999,Private room,391,28,17,4,85,22.3080085266259,114.17104818774976,0.9268877950848495
86,730356,3383055,YAU TSIM MONG,22.307570000000002,114.17138999999999,Private room,501,1,19,10,365,22.3080085266259,114.17104818774976,0.060080289217236155
87,730367,3383055,YAU TSIM MONG,22.30761,114.17112,Private room,454,1,24,10,365,22.3080085266259,114.17104818774976,0.044897493931428424
88,730379,3383055,YAU TSIM MONG,22.306179999999998,114.17221,Private room,469,1,22,10,336,22.3080085266259,114.17104818774976,0.23570171568736942
89,733192,3820308,YAU TSIM MONG,22.322429999999997,114.16973999999999,Entire home/apt,853,3,78,19,347,22.3080085266259,114.17104818774976,1.608220814823497
90,741955,3784841,YAU TSIM MONG,22.318270000000002,114.16853,Private room,383,28,15,4,232,22.3080085266259,114.17104818774976,1.1693246598028444
91,742040,3784841,YAU TSIM MONG,22.31642,114.17003000000001,Private room,282,28,41,4,227,22.3080085266259,114.17104818774976,0.9405686532096057
92,742349,3776595,YAU TSIM MONG,22.31941,114.16734,Entire home/apt,853,4,217,8,91,22.3080085266259,114.17104818774976,1.323098484389787
93,744230,3900338,CENTRAL & WESTERN,22.2822,114.1518,Entire home/apt,1009,2,7,2,0,22.284189950400627,114.14648174742455,0.5898748358293516
95,754511,3970555,WAN CHAI,22.27926,114.19207,Entire home/apt,720,4,14,1,0,22.275147891304314,114.18205756086955,1.1264372314377638
96,758472,3934072,YAU TSIM MONG,22.31648,114.17241000000001,Entire home/apt,2003,4,154,3,361,22.3080085266259,114.17104818774976,0.9517467768819587
99,767500,4048151,YAU TSIM MONG,22.30632,114.17079,Private room,329,1,198,8,193,22.3080085266259,114.17104818774976,0.18950591881694584
100,767707,3800609,YAU TSIM MONG,22.31841,114.16981000000001,Entire home/apt,1095,1,140,15,324,22.3080085266259,114.17104818774976,1.162852826544817
101,775458,2007350,WAN CHAI,22.28067,114.17878,Entire home/apt,1346,2,320,1,76,22.275147891304314,114.18205756086955,0.7001078847554566
102,775479,4090623,YAU TSIM MONG,22.3195,114.16798999999999,Shared room,117,4,186,2,28,22.3080085266259,114.17104818774976,1.3151236089559029
103,777196,3776595,YAU TSIM MONG,22.30774,114.16798,Entire home/apt,1001,4,246,8,84,22.3080085266259,114.17104818774976,0.31684326521240264
104,777269,2283777,WAN CHAI,22.279120000000002,114.18398,Private room,329,1,113,16,365,22.275147891304314,114.18205756086955,0.48364723411879873
105,782604,4127290,CENTRAL & WESTERN,22.28346,114.13046999999999,Entire home/apt,1001,27,28,2,289,22.284189950400627,114.14648174742455,1.6484198906099348
106,792974,2172438,CENTRAL & WESTERN,22.28,114.15218,Entire home/apt,978,28,20,1,365,22.284189950400627,114.14648174742455,0.7484061497870776
108,811505,4267218,CENTRAL & WESTERN,22.28359,114.14685,Entire home/apt,900,3,36,1,40,22.284189950400627,114.14648174742455,0.07667239370700983
110,825791,3820308,YAU TSIM MONG,22.30174,114.17686,Entire home/apt,602,28,91,19,33,22.3080085266259,114.17104818774976,0.9177487913646443
111,825843,4125106,YAU TSIM MONG,22.3072,114.17008999999999,Shared room,102,28,173,9,365,22.3080085266259,114.17104818774976,0.13332955941752542
112,825899,4125106,YAU TSIM MONG,22.305529999999997,114.17201999999999,Shared room,102,28,132,9,365,22.3080085266259,114.17104818774976,0.2929880766430193
113,835609,1452499,WAN CHAI,22.27732,114.17578,Entire home/apt,1706,3,240,7,279,22.275147891304314,114.18205756086955,0.6891826304228862
114,844447,4345080,WAN CHAI,22.27541,114.1707,Entire home/apt,767,1,27,1,218,22.275147891304314,114.18205756086955,1.1682863270232686
115,846482,4420092,CENTRAL & WESTERN,22.286379999999998,114.14055,Entire home/apt,665,3,113,1,296,22.284189950400627,114.14648174742455,0.656692219838618
116,846855,3014654,WAN CHAI,22.27666,114.17116999999999,Private room,399,30,1,2,365,22.275147891304314,114.18205756086955,1.132126456588301
117,849316,4414395,WAN CHAI,22.27812,114.18183,Entire home/apt,782,2,74,1,16,22.275147891304314,114.18205756086955,0.3311038473001012
118,850531,4441809,WAN CHAI,22.27994,114.18966,Private room,305,2,478,1,211,22.275147891304314,114.18205756086955,0.9459042422338312
120,857837,4481461,WAN CHAI,22.27111,114.17398999999999,Shared room,876,1,11,8,365,22.275147891304314,114.18205756086955,0.9431901179281853
121,860952,4393124,WAN CHAI,22.278129999999997,114.17965,Entire home/apt,1127,1,154,3,295,22.275147891304314,114.18205756086955,0.41365391007891883
122,861654,3820308,YAU TSIM MONG,22.302039999999998,114.17517,Entire home/apt,548,30,34,19,357,22.3080085266259,114.17104818774976,0.7870714712511596
123,865757,4422400,CENTRAL & WESTERN,22.280479999999997,114.15281999999999,Entire home/apt,3912,5,7,1,315,22.284189950400627,114.14648174742455,0.7711908243324611
125,881740,4326731,YAU TSIM MONG,22.29726,114.17436000000001,Entire home/apt,876,2,285,3,192,22.3080085266259,114.17104818774976,1.2420154579350562
126,895382,4770153,CENTRAL & WESTERN,22.28546,114.15137,Entire home/apt,900,2,3,1,108,22.284189950400627,114.14648174742455,0.5220741448428224
127,897942,4326731,YAU TSIM MONG,22.29587,114.17363,Entire home/apt,876,2,320,3,203,22.3080085266259,114.17104818774976,1.374764717481758
128,903169,4584648,YAU TSIM MONG,22.3131,114.16861000000002,Private room,180,30,2,80,365,22.3080085266259,114.17104818774976,0.6188294429431851
131,911684,4891952,WAN CHAI,22.27453,114.17277,Entire home/apt,462,2,249,4,59,22.275147891304314,114.18205756086955,0.9575285500027599
132,923017,4971086,YAU TSIM MONG,22.32471,114.16751000000001,Entire home/apt,1150,1,349,10,14,22.3080085266259,114.17104818774976,1.891259767132675
133,926138,4971086,YAU TSIM MONG,22.32335,114.17017,Entire home/apt,1127,1,363,10,263,22.3080085266259,114.17104818774976,1.7072117079706701
134,944283,5100812,CENTRAL & WESTERN,22.2849,114.15401999999999,Entire home/apt,1134,10,56,2,172,22.284189950400627,114.14648174742455,0.7791295912473651
135,956857,5100812,CENTRAL & WESTERN,22.28445,114.15366000000002,Private room,383,7,5,2,116,22.284189950400627,114.14648174742455,0.7386734033424586
136,957513,5207666,CENTRAL & WESTERN,22.28666,114.14629,Entire home/apt,837,2,35,1,356,22.284189950400627,114.14648174742455,0.275191750508825
137,968289,2180835,YAU TSIM MONG,22.31846,114.16965,Entire home/apt,978,3,85,1,361,22.3080085266259,114.17104818774976,1.1702821128513023
139,985636,2961152,WAN CHAI,22.280910000000002,114.18477,Private room,477,28,1,7,365,22.275147891304314,114.18205756086955,0.6984268079932494
140,992390,5181284,CENTRAL & WESTERN,22.28289,114.15293,Entire home/apt,634,25,132,2,180,22.284189950400627,114.14648174742455,0.6786028115473965
141,999123,80868,CENTRAL & WESTERN,22.28455,114.15527,Entire home/apt,7002,9,59,1,89,22.284189950400627,114.14648174742455,0.9045420902090852
142,1008582,4812035,YAU TSIM MONG,22.29876,114.17091,Shared room,211,1,91,14,302,22.3080085266259,114.17104818774976,1.0278417653151688
143,1008590,4812035,YAU TSIM MONG,22.2989,114.17092,Shared room,156,1,110,14,332,22.3080085266259,114.17104818774976,1.0122718510037156
144,1017707,3800609,YAU TSIM MONG,22.32421,114.17148999999999,Entire home/apt,861,1,47,15,365,22.3080085266259,114.17104818774976,1.800963382047085
145,1019390,2014297,CENTRAL & WESTERN,22.28671,114.15093,Private room,602,1,66,1,358,22.284189950400627,114.14648174742455,0.5363103940349279
147,1043061,5742879,YAU TSIM MONG,22.32086,114.16956,Private room,602,14,0,1,365,22.3080085266259,114.17104818774976,1.4362928028339397
148,1043780,1375696,WAN CHAI,22.27805,114.17962,Private room,798,1,15,18,76,22.275147891304314,114.18205756086955,0.40845264465710307
149,1058541,1375696,WAN CHAI,22.27802,114.17961000000001,Entire home/apt,2801,1,56,18,180,22.275147891304314,114.18205756086955,0.4064615654402481
150,1062444,4812035,YAU TSIM MONG,22.29885,114.17289,Shared room,149,1,208,14,345,22.3080085266259,114.17104818774976,1.035208399781348
151,1062445,4812035,YAU TSIM MONG,22.29826,114.17071000000001,Entire home/apt,696,1,111,14,263,22.3080085266259,114.17104818774976,1.0838639654695224
152,1067465,2283777,WAN CHAI,22.27727,114.18505,Entire home/apt,344,1,121,16,358,22.275147891304314,114.18205756086955,0.3876863282121093
153,1072645,5900391,WAN CHAI,22.27775,114.16793,Entire home/apt,688,4,38,1,1,22.275147891304314,114.18205756086955,1.481254230766118
154,1076011,3800609,YAU TSIM MONG,22.317970000000003,114.17097,Entire home/apt,1095,1,41,15,365,22.3080085266259,114.17104818774976,1.1069990420696953
155,1079349,4971086,YAU TSIM MONG,22.32005,114.17281000000001,Entire home/apt,978,1,441,10,256,22.3080085266259,114.17104818774976,1.350312327419372
156,1079351,4971086,YAU TSIM MONG,22.32038,114.17222,Entire home/apt,1604,1,347,10,253,22.3080085266259,114.17104818774976,1.380049284452197
157,1108132,6084316,CENTRAL & WESTERN,22.28235,114.15195,Entire home/apt,775,1,350,1,267,22.284189950400627,114.14648174742455,0.5983018284464012
158,1127705,6187328,CENTRAL & WESTERN,22.284129999999998,114.14525,Entire home/apt,1799,2,17,1,275,22.284189950400627,114.14648174742455,0.12683036460118421
159,1127954,6188776,CENTRAL & WESTERN,22.283520000000003,114.15076,Entire home/apt,790,3,1,1,0,22.284189950400627,114.14648174742455,0.446170324032853
160,1149076,4584648,CENTRAL & WESTERN,22.2818,114.15118000000001,Private room,243,30,1,80,352,22.284189950400627,114.14648174742455,0.551294041505739
161,1152148,6315448,WAN CHAI,22.28119,114.18387,Entire home/apt,767,60,2,14,285,22.275147891304314,114.18205756086955,0.6968165225695606
162,1165573,4258815,CENTRAL & WESTERN,22.2827,114.15156,Entire home/apt,939,3,113,1,40,22.284189950400627,114.14648174742455,0.5477983702087336
163,1176693,1245194,WAN CHAI,22.278779999999998,114.18445,Entire home/apt,1846,2,36,5,301,22.275147891304314,114.18205756086955,0.47268613471646553
164,1182474,6361579,YAU TSIM MONG,22.314629999999998,114.16885,Private room,313,2,87,12,166,22.3080085266259,114.17104818774976,0.7697331022373944
165,1184163,6315448,WAN CHAI,22.27947,114.18316999999999,Entire home/apt,798,60,1,14,281,22.275147891304314,114.18205756086955,0.4937295357206071
166,1184289,6315448,WAN CHAI,22.279329999999998,114.18305,Entire home/apt,798,60,3,14,365,22.275147891304314,114.18205756086955,0.4758105029272362
167,1184349,6315448,WAN CHAI,22.28584,114.19465,Entire home/apt,735,60,4,14,365,22.275147891304314,114.18205756086955,1.7573819461676243
168,1192221,5469501,YAU TSIM MONG,22.325689999999998,114.16783999999998,Entire home/apt,1197,1,48,2,344,22.3080085266259,114.17104818774976,1.9923430101107031
169,1226450,4584648,CENTRAL & WESTERN,22.28654,114.14808000000001,Private room,211,31,1,80,364,22.284189950400627,114.14648174742455,0.3085558514389655
173,1253977,6811924,YAU TSIM MONG,22.30274,114.17605,Entire home/apt,751,28,69,30,365,22.3080085266259,114.17104818774976,0.7792364139923553
174,1286397,6811924,YAU TSIM MONG,22.30177,114.17573,Entire home/apt,876,3,80,30,216,22.3080085266259,114.17104818774976,0.8439743040518277
175,1297179,6811924,YAU TSIM MONG,22.303279999999997,114.17408,Entire home/apt,798,7,58,30,314,22.3080085266259,114.17104818774976,0.6109527146951211
176,1309865,7120433,WAN CHAI,22.285020000000003,114.19396,Private room,329,1,0,1,0,22.275147891304314,114.18205756086955,1.6436106636995131
177,1317574,7139962,CENTRAL & WESTERN,22.28567,114.15612,Entire home/apt,767,3,107,2,6,22.284189950400627,114.14648174742455,1.0046091900048644
178,1317577,7139962,CENTRAL & WESTERN,22.28223,114.15196999999999,Entire home/apt,947,3,184,2,0,22.284189950400627,114.14648174742455,0.6049075728875635
179,1319156,6633807,YAU TSIM MONG,22.30053,114.17206000000002,Entire home/apt,642,2,344,22,241,22.3080085266259,114.17104818774976,0.8375373981791702
180,1345297,5056201,CENTRAL & WESTERN,22.2813,114.15143,Entire home/apt,931,28,1,3,313,22.284189950400627,114.14648174742455,0.6016852048457769
181,1346081,1375696,WAN CHAI,22.27569,114.17121999999999,Entire home/apt,1784,1,32,18,0,22.275147891304314,114.18205756086955,1.1160763255788566
183,1453845,2911004,YAU TSIM MONG,22.29605,114.17395,Entire home/apt,642,3,60,1,21,22.3080085266259,114.17104818774976,1.3619706234094346
184,1462722,7839040,WAN CHAI,22.27224,114.18605,Entire home/apt,1001,3,6,1,0,22.275147891304314,114.18205756086955,0.5224706211256803
185,1504639,8039233,YAU TSIM MONG,22.30189,114.18423999999999,Entire home/apt,1197,1,108,1,185,22.3080085266259,114.17104818774976,1.5171428934646372
186,1507536,8052423,YAU TSIM MONG,22.297710000000002,114.16972,Entire home/apt,1604,1,32,1,0,22.3080085266259,114.17104818774976,1.1525429771362454
187,1524471,4134804,WAN CHAI,22.27744,114.17035,Entire home/apt,915,3,92,1,0,22.275147891304314,114.18205756086955,1.2305554063965252
188,1534018,8178525,CENTRAL & WESTERN,22.28591,114.13646000000001,Private room,751,3,1,1,270,22.284189950400627,114.14648174742455,1.0480635649979069
189,1553655,6315448,WAN CHAI,22.28464,114.1919,Entire home/apt,767,60,4,14,315,22.275147891304314,114.18205756086955,1.4618298891737813
190,1564248,8321816,CENTRAL & WESTERN,22.28264,114.15133,Entire home/apt,649,5,9,1,0,22.284189950400627,114.14648174742455,0.5274427031408518
191,1567495,4048151,YAU TSIM MONG,22.30644,114.17268,Private room,336,1,49,8,193,22.3080085266259,114.17104818774976,0.24192223264795518
193,1606207,1375696,WAN CHAI,22.27792,114.17048999999999,Entire home/apt,2253,1,22,18,198,22.275147891304314,114.18205756086955,1.228748517213798
194,1608490,3800609,YAU TSIM MONG,22.31801,114.171,Entire home/apt,1095,1,68,15,0,22.3080085266259,114.17104818774976,1.111425904111166
195,1615676,8599676,YAU TSIM MONG,22.32017,114.17124,Private room,548,1,3,1,0,22.3080085266259,114.17104818774976,1.351588961518912
196,1620620,5469501,YAU TSIM MONG,22.323610000000002,114.16651,Entire home/apt,1119,1,201,2,362,22.3080085266259,114.17104818774976,1.7953901540421353
197,1622894,5082241,CENTRAL & WESTERN,22.292360000000002,114.14844,Entire home/apt,751,5,13,1,9,22.284189950400627,114.14648174742455,0.9299576012668956
198,1623311,8632157,CENTRAL & WESTERN,22.28118,114.15243999999998,Entire home/apt,900,4,7,1,315,22.284189950400627,114.14648174742455,0.6980254524936556
199,1634794,8683887,CENTRAL & WESTERN,22.27501,114.1606,Private room,688,1,404,1,243,22.284189950400627,114.14648174742455,1.7743383632749494
200,1643979,1375696,WAN CHAI,22.27733,114.17188,Entire home/apt,2331,1,25,18,198,22.275147891304314,114.18205756086955,1.0742984160653457
201,1650144,1443229,WAN CHAI,22.279729999999997,114.18215,Entire home/apt,978,1,95,6,362,22.275147891304314,114.18205756086955,0.5092760666635855
203,1697582,1375696,WAN CHAI,22.27696,114.17063,Entire home/apt,4600,1,38,18,201,22.275147891304314,114.18205756086955,1.1922438053655529
204,1708543,7456732,CENTRAL & WESTERN,22.2813,114.15415,Entire home/apt,892,2,8,1,3,22.284189950400627,114.14648174742455,0.8513924738474673
205,1711752,5735765,WAN CHAI,22.2738,114.17793,Entire home/apt,642,3,74,6,311,22.275147891304314,114.18205756086955,0.4501023278291331
206,1711948,5735765,WAN CHAI,22.27283,114.17128000000001,Entire home/apt,548,2,68,6,302,22.275147891304314,114.18205756086955,1.1378284938271224
207,1716222,4345949,YAU TSIM MONG,22.29995,114.17428999999998,Entire home/apt,649,1,65,3,79,22.3080085266259,114.17104818774976,0.9555175218375109
209,1745925,3704487,YAU TSIM MONG,22.31255,114.1699,Private room,2003,1,127,7,365,22.3080085266259,114.17104818774976,0.5182926557242451
210,1749208,3704487,YAU TSIM MONG,22.31332,114.16971000000001,Private room,1001,1,77,7,365,22.3080085266259,114.17104818774976,0.6060590663332569
211,1752310,808933,WAN CHAI,22.27471,114.17536000000001,Entire home/apt,743,3,115,3,262,22.275147891304314,114.18205756086955,0.6904436459402044
212,1756864,5538969,CENTRAL & WESTERN,22.28032,114.15059,Entire home/apt,2746,5,8,1,193,22.284189950400627,114.14648174742455,0.6028242922620736
213,1756896,3583879,CENTRAL & WESTERN,22.27955,114.15246,Entire home/apt,3098,3,17,1,0,22.284189950400627,114.14648174742455,0.8023399303871451
215,1799637,6070003,YAU TSIM MONG,22.31377,114.16989,Entire home/apt,1479,1,27,14,168,22.3080085266259,114.17104818774976,0.6512220956813495
216,1799798,6070003,YAU TSIM MONG,22.31671,114.16995,Entire home/apt,978,1,5,14,322,22.3080085266259,114.17104818774976,0.9735208266579406
217,1800060,9237185,CENTRAL & WESTERN,22.2807,114.15673000000001,Entire home/apt,3521,5,12,1,25,22.284189950400627,114.14648174742455,1.1228946553980568
219,1803521,6070003,YAU TSIM MONG,22.31278,114.1719,Entire home/apt,587,14,7,14,180,22.3080085266259,114.17104818774976,0.5374134475264813
220,1808691,6070003,YAU TSIM MONG,22.313270000000003,114.17156999999999,Private room,391,30,8,14,365,22.3080085266259,114.17104818774976,0.5871377018232139
221,1812168,6684297,CENTRAL & WESTERN,22.287,114.14946,Entire home/apt,1385,4,237,6,156,22.284189950400627,114.14648174742455,0.4373697245308515
222,1816287,6070003,YAU TSIM MONG,22.31335,114.17061000000001,Private room,681,30,4,14,180,22.3080085266259,114.17104818774976,0.5952788270735376
223,1819281,1593153,WAN CHAI,22.278170000000003,114.18396000000001,Private room,602,2,158,1,0,22.275147891304314,114.18205756086955,0.38865715784007326
225,1826133,2767559,YAU TSIM MONG,22.31534,114.16998000000001,Private room,2597,2,0,16,365,22.3080085266259,114.17104818774976,0.8220785557233131
228,1835565,2767559,YAU TSIM MONG,22.318170000000002,114.17085,Private room,782,2,1,16,87,22.3080085266259,114.17104818774976,1.129378680606266
229,1838581,1375696,WAN CHAI,22.27829,114.17204,Private room,845,1,7,18,191,22.275147891304314,114.18205756086955,1.0876854302424985
